dhassayid,id,dhgeochemid,companyholeid,companysampleid,anumber,fromdepth,todepth,attributecolumn,attributevalue,element,units,labmethod,lowerdetnvalue,hunits,dsc,hanalyte,hvalue
866608134,78645588,3516027,YNC345,NFT306122,100006,152.0,153.0,S,1.682999969,S,PCT,None,None,PCT,,S_PPM,16830.0
866608151,78645589,3516027,YNC345,NFT307027,100006,153.0,154.0,Fe,4.289999962,Fe,PCT,None,None,PCT,,Fe_PPM,42900.0
866608156,78645589,3516027,YNC345,NFT307027,100006,153.0,154.0,S,2.369999886,S,PCT,None,None,PCT,,S_PPM,23699.998
866608173,78645590,3516027,YNC345,NFT306123,100006,154.0,155.0,Fe,4.079999924,Fe,PCT,None,None,PCT,,Fe_PPM,40800.0
866608178,78645590,3516027,YNC345,NFT306123,100006,154.0,155.0,S,1.896000028,S,PCT,None,None,PCT,,S_PPM,18960.0
866608200,78645591,3516027,YNC345,NFT307028,100006,155.0,156.0,S,2.467000008,S,PCT,None,None,PCT,,S_PPM,24670.0
866608195,78645591,3516027,YNC345,NFT307028,100006,155.0,156.0,Fe,5.259999752,Fe,PCT,None,None,PCT,,Fe_PPM,52599.996
866608217,78645592,3516027,YNC345,NFT306124,100006,156.0,157.0,Fe,4.029999733,Fe,PCT,None,None,PCT,,Fe_PPM,40299.996
866608222,78645592,3516027,YNC345,NFT306124,100006,156.0,157.0,S,1.949000001,S,PCT,None,None,PCT,,S_PPM,19490.0
866608239,78645593,3516027,YNC345,NFT307029,100006,157.0,158.0,Fe,3.929999828,Fe,PCT,None,None,PCT,,Fe_PPM,39300.0
866608244,78645593,3516027,YNC345,NFT307029,100006,157.0,158.0,S,1.845000029,S,PCT,None,None,PCT,,S_PPM,18450.0
866608266,78645594,3516027,YNC345,NFT306125,100006,158.0,159.0,S,1.883000016,S,PCT,None,None,PCT,,S_PPM,18830.0
866608261,78645594,3516027,YNC345,NFT306125,100006,158.0,159.0,Fe,4.509999752,Fe,PCT,None,None,PCT,,Fe_PPM,45099.996
866608288,78645595,3516027,YNC345,NFT307030,100006,159.0,160.0,S,1.059000015,S,PCT,None,None,PCT,,S_PPM,10590.0
866608283,78645595,3516027,YNC345,NFT307030,100006,159.0,160.0,Fe,3.50999999,Fe,PCT,None,None,PCT,,Fe_PPM,35100.0
866608310,78645596,3516027,YNC345,NFT306126,100006,160.0,161.0,S,1.67900002,S,PCT,None,None,PCT,,S_PPM,16790.0
866608305,78645596,3516027,YNC345,NFT306126,100006,160.0,161.0,Fe,4.039999962,Fe,PCT,None,None,PCT,,Fe_PPM,40400.0
866608332,78645597,3516027,YNC345,NFT307031,100006,161.0,162.0,S,4.80700016,S,PCT,None,None,PCT,,S_PPM,48070.0
866608327,78645597,3516027,YNC345,NFT307031,100006,161.0,162.0,Fe,6.46999979,Fe,PCT,None,None,PCT,,Fe_PPM,64699.996
866608349,78645598,3516027,YNC345,NFT306127,100006,162.0,163.0,Fe,7.809999943,Fe,PCT,None,None,PCT,,Fe_PPM,78100.0
866608354,78645598,3516027,YNC345,NFT306127,100006,162.0,163.0,S,5.605999947,S,PCT,None,None,PCT,,S_PPM,56060.0
866608371,78645599,3516027,YNC345,NFT307032,100006,163.0,164.0,Fe,4.230000019,Fe,PCT,None,None,PCT,,Fe_PPM,42300.0
866608376,78645599,3516027,YNC345,NFT307032,100006,163.0,164.0,S,2.805000067,S,PCT,None,None,PCT,,S_PPM,28050.0
866608398,78645600,3516027,YNC345,NFT306128,100006,164.0,165.0,S,3.118000031,S,PCT,None,None,PCT,,S_PPM,31180.0
866608393,78645600,3516027,YNC345,NFT306128,100006,164.0,165.0,Fe,4.789999962,Fe,PCT,None,None,PCT,,Fe_PPM,47900.0
866608415,78645601,3516027,YNC345,NFT307036,100006,165.0,166.0,Fe,5.609999657,Fe,PCT,None,None,PCT,,Fe_PPM,56099.996
866608420,78645601,3516027,YNC345,NFT307036,100006,165.0,166.0,S,4.638999939,S,PCT,None,None,PCT,,S_PPM,46390.0
866608437,78645602,3516027,YNC345,NFT306129,100006,166.0,167.0,Fe,8.859999657,Fe,PCT,None,None,PCT,,Fe_PPM,88600.0
866608442,78645602,3516027,YNC345,NFT306129,100006,166.0,167.0,S,7.225999832,S,PCT,None,None,PCT,,S_PPM,72260.0
866608459,78645603,3516027,YNC345,NFT307037,100006,167.0,168.0,Fe,6.46999979,Fe,PCT,None,None,PCT,,Fe_PPM,64699.996
866608464,78645603,3516027,YNC345,NFT307037,100006,167.0,168.0,S,5.434999943,S,PCT,None,None,PCT,,S_PPM,54350.0
866608481,78645604,3516027,YNC345,NFT306131,100006,168.0,169.0,Fe,5.650000095,Fe,PCT,None,None,PCT,,Fe_PPM,56500.0
866608486,78645604,3516027,YNC345,NFT306131,100006,168.0,169.0,S,3.900000095,S,PCT,None,None,PCT,,S_PPM,39000.0
866608508,78645605,3516027,YNC345,NFT307038,100006,169.0,170.0,S,0.56400001,S,PCT,None,None,PCT,,S_PPM,5640.0
866608503,78645605,3516027,YNC345,NFT307038,100006,169.0,170.0,Fe,2.099999905,Fe,PCT,None,None,PCT,,Fe_PPM,21000.0
866608530,78645606,3516027,YNC345,NFT306132,100006,170.0,171.0,S,0.082000002,S,PCT,None,None,PCT,,S_PPM,820.0
866608525,78645606,3516027,YNC345,NFT306132,100006,170.0,171.0,Fe,3.230000019,Fe,PCT,None,None,PCT,,Fe_PPM,32300.0
866608552,78645607,3516027,YNC345,NFT307039,100006,171.0,172.0,S,0.171000004,S,PCT,None,None,PCT,,S_PPM,1710.0
866608547,78645607,3516027,YNC345,NFT307039,100006,171.0,172.0,Fe,3.919999838,Fe,PCT,None,None,PCT,,Fe_PPM,39200.0
866608574,78645608,3516027,YNC345,NFT306133,100006,172.0,173.0,S,0.389999986,S,PCT,None,None,PCT,,S_PPM,3899.9998
866608569,78645608,3516027,YNC345,NFT306133,100006,172.0,173.0,Fe,4.179999828,Fe,PCT,None,None,PCT,,Fe_PPM,41800.0
866608596,78645609,3516027,YNC345,NFT307040,100006,173.0,174.0,S,0.272000015,S,PCT,None,None,PCT,,S_PPM,2720.0002
866608591,78645609,3516027,YNC345,NFT307040,100006,173.0,174.0,Fe,3.730000019,Fe,PCT,None,None,PCT,,Fe_PPM,37300.0
866608613,78645610,3516027,YNC345,NFT306134,100006,174.0,175.0,Fe,4.289999962,Fe,PCT,None,None,PCT,,Fe_PPM,42900.0
866608618,78645610,3516027,YNC345,NFT306134,100006,174.0,175.0,S,2.295000076,S,PCT,None,None,PCT,,S_PPM,22950.0
866608635,78645611,3516027,YNC345,NFT307041,100006,175.0,176.0,Fe,4.259999752,Fe,PCT,None,None,PCT,,Fe_PPM,42599.996
866608640,78645611,3516027,YNC345,NFT307041,100006,175.0,176.0,S,2.503000021,S,PCT,None,None,PCT,,S_PPM,25030.0
866608662,78645612,3516027,YNC345,NFT306135,100006,176.0,177.0,S,2.410000086,S,PCT,None,None,PCT,,S_PPM,24100.0
866608657,78645612,3516027,YNC345,NFT306135,100006,176.0,177.0,Fe,4.699999809,Fe,PCT,None,None,PCT,,Fe_PPM,47000.0
866608684,78645613,3516027,YNC345,NFT307042,100006,177.0,178.0,S,1.414000034,S,PCT,None,None,PCT,,S_PPM,14140.0
866608679,78645613,3516027,YNC345,NFT307042,100006,177.0,178.0,Fe,2.949999809,Fe,PCT,None,None,PCT,,Fe_PPM,29499.998
866608706,78645614,3516027,YNC345,NFT306136,100006,178.0,179.0,S,1.48300004,S,PCT,None,None,PCT,,S_PPM,14830.0
866608701,78645614,3516027,YNC345,NFT306136,100006,178.0,179.0,Fe,3.139999866,Fe,PCT,None,None,PCT,,Fe_PPM,31399.998
866608723,78645615,3516027,YNC345,NFT307043,100006,179.0,180.0,Fe,3.289999962,Fe,PCT,None,None,PCT,,Fe_PPM,32900.0
866608728,78645615,3516027,YNC345,NFT307043,100006,179.0,180.0,S,1.902999997,S,PCT,None,None,PCT,,S_PPM,19030.0
866608745,78645616,3516027,YNC345,NFT306137,100006,180.0,181.0,Fe,4.900000095,Fe,PCT,None,None,PCT,,Fe_PPM,49000.0
866608750,78645616,3516027,YNC345,NFT306137,100006,180.0,181.0,S,3.094000101,S,PCT,None,None,PCT,,S_PPM,30940.002
866608772,78645617,3516027,YNC345,NFT306138,100006,182.0,183.0,S,2.312000036,S,PCT,None,None,PCT,,S_PPM,23120.0
866608767,78645617,3516027,YNC345,NFT306138,100006,182.0,183.0,Fe,3.71999979,Fe,PCT,None,None,PCT,,Fe_PPM,37199.996
866608794,78645618,3516027,YNC345,NFT306139,100006,184.0,185.0,S,3.138999939,S,PCT,None,None,PCT,,S_PPM,31390.0
866608789,78645618,3516027,YNC345,NFT306139,100006,184.0,185.0,Fe,4.859999657,Fe,PCT,None,None,PCT,,Fe_PPM,48599.996
866608811,78645619,3516027,YNC345,NFT306140,100006,186.0,187.0,Fe,5.069999695,Fe,PCT,None,None,PCT,,Fe_PPM,50699.996
866608816,78645619,3516027,YNC345,NFT306140,100006,186.0,187.0,S,3.127000093,S,PCT,None,None,PCT,,S_PPM,31270.0
866608833,78645620,3516027,YNC345,NFT306141,100006,188.0,189.0,Fe,2.809999943,Fe,PCT,None,None,PCT,,Fe_PPM,28100.0
866608838,78645620,3516027,YNC345,NFT306141,100006,188.0,189.0,S,1.478000045,S,PCT,None,None,PCT,,S_PPM,14780.0
866608855,78645621,3516027,YNC345,NFT306142,100006,190.0,191.0,Fe,4.759999752,Fe,PCT,None,None,PCT,,Fe_PPM,47599.996
866608860,78645621,3516027,YNC345,NFT306142,100006,190.0,191.0,S,3.732000113,S,PCT,None,None,PCT,,S_PPM,37320.0
866608877,78645622,3516027,YNC345,NFT306143,100006,192.0,193.0,Fe,2.939999819,Fe,PCT,None,None,PCT,,Fe_PPM,29399.998
866608882,78645622,3516027,YNC345,NFT306143,100006,192.0,193.0,S,1.863999963,S,PCT,None,None,PCT,,S_PPM,18640.0
866608904,78645623,3516027,YNC345,NFT306144,100006,194.0,195.0,S,2.229000092,S,PCT,None,None,PCT,,S_PPM,22290.0
866608899,78645623,3516027,YNC345,NFT306144,100006,194.0,195.0,Fe,3.480000019,Fe,PCT,None,None,PCT,,Fe_PPM,34800.0
866608921,78645624,3516027,YNC345,NFT306145,100006,196.0,197.0,Fe,3.559999943,Fe,PCT,None,None,PCT,,Fe_PPM,35600.0
866608926,78645624,3516027,YNC345,NFT306145,100006,196.0,197.0,S,2.607000113,S,PCT,None,None,PCT,,S_PPM,26070.002
866608948,78645625,3516027,YNC345,NFT306146,100006,198.0,199.0,S,2.315000057,S,PCT,None,None,PCT,,S_PPM,23150.0
866608943,78645625,3516027,YNC345,NFT306146,100006,198.0,199.0,Fe,3.099999905,Fe,PCT,None,None,PCT,,Fe_PPM,31000.0
866608970,78645626,3516027,YNC345,NFT306147,100006,200.0,201.0,S,2.434000015,S,PCT,None,None,PCT,,S_PPM,24340.0
866608965,78645626,3516027,YNC345,NFT306147,100006,200.0,201.0,Fe,3.159999847,Fe,PCT,None,None,PCT,,Fe_PPM,31599.998
866608992,78645627,3516027,YNC345,NFT306148,100006,202.0,203.0,S,2.038000107,S,PCT,None,None,PCT,,S_PPM,20380.002
866608987,78645627,3516027,YNC345,NFT306148,100006,202.0,203.0,Fe,2.819999933,Fe,PCT,None,None,PCT,,Fe_PPM,28200.0
866609014,78645628,3516027,YNC345,NFT306151,100006,204.0,205.0,S,3.273999929,S,PCT,None,None,PCT,,S_PPM,32740.0
866609009,78645628,3516027,YNC345,NFT306151,100006,204.0,205.0,Fe,4.089999676,Fe,PCT,None,None,PCT,,Fe_PPM,40899.996
866609036,78645629,3516027,YNC345,NFT306152,100006,206.0,207.0,S,1.557000041,S,PCT,None,None,PCT,,S_PPM,15570.0
866609031,78645629,3516027,YNC345,NFT306152,100006,206.0,207.0,Fe,2.49000001,Fe,PCT,None,None,PCT,,Fe_PPM,24900.0
866609053,78645630,3516027,YNC345,NFT306154,100006,208.0,209.0,Fe,3.059999943,Fe,PCT,None,None,PCT,,Fe_PPM,30600.0
866609058,78645630,3516027,YNC345,NFT306154,100006,208.0,209.0,S,1.957000017,S,PCT,None,None,PCT,,S_PPM,19570.0
866609075,78645631,3516027,YNC345,NFT306155,100006,210.0,211.0,Fe,2.349999905,Fe,PCT,None,None,PCT,,Fe_PPM,23500.0
866609080,78645631,3516027,YNC345,NFT306155,100006,210.0,211.0,S,1.414000034,S,PCT,None,None,PCT,,S_PPM,14140.0
866609097,78645632,3516027,YNC345,NFT306156,100006,212.0,213.0,Fe,2.409999847,Fe,PCT,None,None,PCT,,Fe_PPM,24099.998
866609102,78645632,3516027,YNC345,NFT306156,100006,212.0,213.0,S,0.714999974,S,PCT,None,None,PCT,,S_PPM,7149.9995
866609119,78645633,3516027,YNC345,NFT306157,100006,214.0,215.0,Fe,1.9799999,Fe,PCT,None,None,PCT,,Fe_PPM,19799.998
866609124,78645633,3516027,YNC345,NFT306157,100006,214.0,215.0,S,1.172999978,S,PCT,None,None,PCT,,S_PPM,11730.0
866609146,78645634,3516027,YNC345,NFT306158,100006,216.0,217.0,S,1.690000057,S,PCT,None,None,PCT,,S_PPM,16900.0
866609141,78645634,3516027,YNC345,NFT306158,100006,216.0,217.0,Fe,4.230000019,Fe,PCT,None,None,PCT,,Fe_PPM,42300.0
866609163,78645635,3516027,YNC345,NFT306159,100006,218.0,219.0,Fe,5.670000076,Fe,PCT,None,None,PCT,,Fe_PPM,56700.0
866609168,78645635,3516027,YNC345,NFT306159,100006,218.0,219.0,S,3.115999937,S,PCT,None,None,PCT,,S_PPM,31160.0
866609190,78645636,3516027,YNC345,NFT306160,100006,220.0,221.0,S,2.769000053,S,PCT,None,None,PCT,,S_PPM,27690.0
866609185,78645636,3516027,YNC345,NFT306160,100006,220.0,221.0,Fe,4.269999981,Fe,PCT,None,None,PCT,,Fe_PPM,42700.0
866609212,78645637,3516027,YNC345,NFT306161,100006,222.0,223.0,S,3.217000008,S,PCT,None,None,PCT,,S_PPM,32170.0
866609207,78645637,3516027,YNC345,NFT306161,100006,222.0,223.0,Fe,6.039999962,Fe,PCT,None,None,PCT,,Fe_PPM,60400.0
866609229,78645638,3516027,YNC345,NFT306162,100006,224.0,225.0,Fe,6.779999733,Fe,PCT,None,None,PCT,,Fe_PPM,67800.0
866609234,78645638,3516027,YNC345,NFT306162,100006,224.0,225.0,S,5.361000061,S,PCT,None,None,PCT,,S_PPM,53610.0
866609251,78645639,3516027,YNC345,NFT306163,100006,226.0,227.0,Fe,2.139999866,Fe,PCT,None,None,PCT,,Fe_PPM,21399.998
866609256,78645639,3516027,YNC345,NFT306163,100006,226.0,227.0,S,0.015,S,PCT,None,None,PCT,,S_PPM,150.0
866609278,78645640,3516027,YNC345,NFT306164,100006,228.0,229.0,S,0.029999999,S,PCT,None,None,PCT,,S_PPM,300.0
866609273,78645640,3516027,YNC345,NFT306164,100006,228.0,229.0,Fe,2.299999952,Fe,PCT,None,None,PCT,,Fe_PPM,23000.0
866609295,78645641,3516027,YNC345,NFT306165,100006,230.0,231.0,Fe,3.289999962,Fe,PCT,None,None,PCT,,Fe_PPM,32900.0
866609300,78645641,3516027,YNC345,NFT306165,100006,230.0,231.0,S,1.07099998,S,PCT,None,None,PCT,,S_PPM,10710.0
866609317,78645642,3516027,YNC345,NFT306166,100006,232.0,233.0,Fe,2.619999886,Fe,PCT,None,None,PCT,,Fe_PPM,26199.998
866609322,78645642,3516027,YNC345,NFT306166,100006,232.0,233.0,S,0.273000002,S,PCT,None,None,PCT,,S_PPM,2730.0
866609339,78645643,3516027,YNC345,NFT306167,100006,234.0,235.0,Fe,3.689999819,Fe,PCT,None,None,PCT,,Fe_PPM,36900.0
866609344,78645643,3516027,YNC345,NFT306167,100006,234.0,235.0,S,0.075000003,S,PCT,None,None,PCT,,S_PPM,750.0
866609361,78645644,3516027,YNC345,NFT306168,100006,236.0,237.0,Fe,2.539999962,Fe,PCT,None,None,PCT,,Fe_PPM,25400.0
866609366,78645644,3516027,YNC345,NFT306168,100006,236.0,237.0,S,0.213,S,PCT,None,None,PCT,,S_PPM,2130.0
866609388,78645645,3516027,YNC345,NFT306169,100006,238.0,239.0,S,0.479999989,S,PCT,None,None,PCT,,S_PPM,4800.0
866609383,78645645,3516027,YNC345,NFT306169,100006,238.0,239.0,Fe,2.730000019,Fe,PCT,None,None,PCT,,Fe_PPM,27300.0
866609410,78645646,3516027,YNC345,NFT306170,100006,240.0,241.0,S,0.279000014,S,PCT,None,None,PCT,,S_PPM,2790.0002
866609405,78645646,3516027,YNC345,NFT306170,100006,240.0,241.0,Fe,2.629999876,Fe,PCT,None,None,PCT,,Fe_PPM,26299.998
866609432,78645647,3516027,YNC345,NFT306171,100006,242.0,243.0,S,0.003,S,PCT,None,None,PCT,,S_PPM,30.0
866609427,78645647,3516027,YNC345,NFT306171,100006,242.0,243.0,Fe,3.299999952,Fe,PCT,None,None,PCT,,Fe_PPM,33000.0
866609454,78645648,3516027,YNC345,NFT306172,100006,244.0,245.0,S,0.001,S,PCT,None,None,PCT,,S_PPM,10.0
866609449,78645648,3516027,YNC345,NFT306172,100006,244.0,245.0,Fe,3.109999895,Fe,PCT,None,None,PCT,,Fe_PPM,31099.998
866609476,78645649,3516027,YNC345,NFT306173,100006,246.0,247.0,S,0.298000008,S,PCT,None,None,PCT,,S_PPM,2980.0
866609471,78645649,3516027,YNC345,NFT306173,100006,246.0,247.0,Fe,2.75999999,Fe,PCT,None,None,PCT,,Fe_PPM,27600.0
866609493,78645650,3516027,YNC345,NFT306175,100006,248.0,249.0,Fe,2.389999866,Fe,PCT,None,None,PCT,,Fe_PPM,23899.998
866609498,78645650,3516027,YNC345,NFT306175,100006,248.0,249.0,S,0.007,S,PCT,None,None,PCT,,S_PPM,70.0
866609520,78645651,3516027,YNC345,NFT306176,100006,250.0,251.0,S,0.001,S,PCT,None,None,PCT,,S_PPM,10.0
866609515,78645651,3516027,YNC345,NFT306176,100006,250.0,251.0,Fe,3.039999962,Fe,PCT,None,None,PCT,,Fe_PPM,30400.0
866609542,78645652,3516027,YNC345,NFT306177,100006,252.0,253.0,S,0.001,S,PCT,None,None,PCT,,S_PPM,10.0
866609537,78645652,3516027,YNC345,NFT306177,100006,252.0,253.0,Fe,3.149999857,Fe,PCT,None,None,PCT,,Fe_PPM,31499.998
866609559,78645653,3516027,YNC345,NFT306178,100006,254.0,255.0,Fe,3.579999924,Fe,PCT,None,None,PCT,,Fe_PPM,35800.0
866609564,78645653,3516027,YNC345,NFT306178,100006,254.0,255.0,S,0.001,S,PCT,None,None,PCT,,S_PPM,10.0
866609581,78645654,3516027,YNC345,NFT306179,100006,256.0,257.0,Fe,2.949999809,Fe,PCT,None,None,PCT,,Fe_PPM,29499.998
866609586,78645654,3516027,YNC345,NFT306179,100006,256.0,257.0,S,0.046999998,S,PCT,None,None,PCT,,S_PPM,469.99997
866609603,78645655,3516027,YNC345,NFT306180,100006,258.0,259.0,Fe,2.99000001,Fe,PCT,None,None,PCT,,Fe_PPM,29900.0
866609608,78645655,3516027,YNC345,NFT306180,100006,258.0,259.0,S,0.662,S,PCT,None,None,PCT,,S_PPM,6620.0
866609625,78645656,3516027,YNC345,NFT306183,100006,260.0,261.0,Fe,3.449999809,Fe,PCT,None,None,PCT,,Fe_PPM,34500.0
866609630,78645656,3516027,YNC345,NFT306183,100006,260.0,261.0,S,1.131999969,S,PCT,None,None,PCT,,S_PPM,11320.0
866609647,78645657,3516027,YNC345,NFT306184,100006,262.0,263.0,Fe,3.269999981,Fe,PCT,None,None,PCT,,Fe_PPM,32700.0
866609652,78645657,3516027,YNC345,NFT306184,100006,262.0,263.0,S,0.870999992,S,PCT,None,None,PCT,,S_PPM,8710.0
866609669,78645658,3516027,YNC345,NFT306185,100006,264.0,265.0,Fe,3.199999809,Fe,PCT,None,None,PCT,,Fe_PPM,31999.998
866609674,78645658,3516027,YNC345,NFT306185,100006,264.0,265.0,S,0.933000028,S,PCT,None,None,PCT,,S_PPM,9330.0
866609696,78645659,3516027,YNC345,NFT306186,100006,266.0,267.0,S,0.469000012,S,PCT,None,None,PCT,,S_PPM,4690.0
866609691,78645659,3516027,YNC345,NFT306186,100006,266.0,267.0,Fe,2.74000001,Fe,PCT,None,None,PCT,,Fe_PPM,27400.0
866609718,78645660,3516027,YNC345,NFT306187,100006,268.0,269.0,S,0.799000025,S,PCT,None,None,PCT,,S_PPM,7990.0005
866609713,78645660,3516027,YNC345,NFT306187,100006,268.0,269.0,Fe,3.220000029,Fe,PCT,None,None,PCT,,Fe_PPM,32200.0
866609735,78645661,3516027,YNC345,NFT306188,100006,270.0,271.0,Fe,3.399999857,Fe,PCT,None,None,PCT,,Fe_PPM,34000.0
866609740,78645661,3516027,YNC345,NFT306188,100006,270.0,271.0,S,0.215000004,S,PCT,None,None,PCT,,S_PPM,2150.0
866609762,78645662,3516027,YNC345,NFT306189,100006,272.0,273.0,S,0.252999991,S,PCT,None,None,PCT,,S_PPM,2530.0
866609757,78645662,3516027,YNC345,NFT306189,100006,272.0,273.0,Fe,2.329999924,Fe,PCT,None,None,PCT,,Fe_PPM,23300.0
866609784,78645663,3516027,YNC345,NFT306190,100006,274.0,275.0,S,0.162,S,PCT,None,None,PCT,,S_PPM,1620.0
866609779,78645663,3516027,YNC345,NFT306190,100006,274.0,275.0,Fe,2.419999838,Fe,PCT,None,None,PCT,,Fe_PPM,24199.998
866609806,78645664,3516027,YNC345,NFT306191,100006,276.0,277.0,S,0.138999999,S,PCT,None,None,PCT,,S_PPM,1390.0
866609801,78645664,3516027,YNC345,NFT306191,100006,276.0,277.0,Fe,2.369999886,Fe,PCT,None,None,PCT,,Fe_PPM,23699.998
866609828,78645665,3516027,YNC345,NFT306192,100006,278.0,279.0,S,0.090999998,S,PCT,None,None,PCT,,S_PPM,910.0
866609823,78645665,3516027,YNC345,NFT306192,100006,278.0,279.0,Fe,2.329999924,Fe,PCT,None,None,PCT,,Fe_PPM,23300.0
866609850,78645666,3516027,YNC345,NFT306193,100006,280.0,281.0,S,0.171000004,S,PCT,None,None,PCT,,S_PPM,1710.0
866609845,78645666,3516027,YNC345,NFT306193,100006,280.0,281.0,Fe,2.50999999,Fe,PCT,None,None,PCT,,Fe_PPM,25100.0
866609872,78645667,3516027,YNC345,NFT306194,100006,282.0,283.0,S,0.048,S,PCT,None,None,PCT,,S_PPM,480.0
866609867,78645667,3516027,YNC345,NFT306194,100006,282.0,283.0,Fe,2.700000048,Fe,PCT,None,None,PCT,,Fe_PPM,27000.0
866609889,78645668,3516027,YNC345,NFT306195,100006,284.0,285.0,Fe,2.649999857,Fe,PCT,None,None,PCT,,Fe_PPM,26499.998
866609894,78645668,3516027,YNC345,NFT306195,100006,284.0,285.0,S,0.231999993,S,PCT,None,None,PCT,,S_PPM,2320.0
866609911,78645669,3516027,YNC345,NFT306196,100006,286.0,287.0,Fe,3.139999866,Fe,PCT,None,None,PCT,,Fe_PPM,31399.998
866609916,78645669,3516027,YNC345,NFT306196,100006,286.0,287.0,S,0.286000013,S,PCT,None,None,PCT,,S_PPM,2860.0002
866609938,78645670,3516027,YNC345,NFT306198,100006,288.0,289.0,S,0.238000005,S,PCT,None,None,PCT,,S_PPM,2380.0
866609933,78645670,3516027,YNC345,NFT306198,100006,288.0,289.0,Fe,2.369999886,Fe,PCT,None,None,PCT,,Fe_PPM,23699.998
866609960,78645671,3516027,YNC345,NFT306199,100006,290.0,291.0,S,0.164000005,S,PCT,None,None,PCT,,S_PPM,1640.0
866609955,78645671,3516027,YNC345,NFT306199,100006,290.0,291.0,Fe,3.00999999,Fe,PCT,None,None,PCT,,Fe_PPM,30100.0
866609977,78645672,3516027,YNC345,NFT306200,100006,292.0,293.0,Fe,2.299999952,Fe,PCT,None,None,PCT,,Fe_PPM,23000.0
866609982,78645672,3516027,YNC345,NFT306200,100006,292.0,293.0,S,0.244000003,S,PCT,None,None,PCT,,S_PPM,2440.0
866610004,78645673,3516027,YNC345,NFT306201,100006,294.0,295.0,S,0.233999997,S,PCT,None,None,PCT,,S_PPM,2340.0
866609999,78645673,3516027,YNC345,NFT306201,100006,294.0,295.0,Fe,2.679999828,Fe,PCT,None,None,PCT,,Fe_PPM,26799.998
866610026,78645674,3516027,YNC345,NFT306202,100006,296.0,297.0,S,0.181999996,S,PCT,None,None,PCT,,S_PPM,1820.0
866610021,78645674,3516027,YNC345,NFT306202,100006,296.0,297.0,Fe,2.460000038,Fe,PCT,None,None,PCT,,Fe_PPM,24600.0
866610043,78645675,3516027,YNC345,NFT306203,100006,298.0,299.0,Fe,2.649999857,Fe,PCT,None,None,PCT,,Fe_PPM,26499.998
866610048,78645675,3516027,YNC345,NFT306203,100006,298.0,299.0,S,0.522000015,S,PCT,None,None,PCT,,S_PPM,5220.0
866610065,78645676,3516027,YNC345,NFT306204,100006,300.0,301.0,Fe,2.369999886,Fe,PCT,None,None,PCT,,Fe_PPM,23699.998
866610070,78645676,3516027,YNC345,NFT306204,100006,300.0,301.0,S,0.305000007,S,PCT,None,None,PCT,,S_PPM,3050.0
866610087,78645677,3516027,YNC345,NFT306205,100006,302.0,303.0,Fe,2.379999876,Fe,PCT,None,None,PCT,,Fe_PPM,23799.998
866610092,78645677,3516027,YNC345,NFT306205,100006,302.0,303.0,S,0.49000001,S,PCT,None,None,PCT,,S_PPM,4900.0
866610114,78645678,3516027,YNC345,NFT306206,100006,304.0,305.0,S,0.331999987,S,PCT,None,None,PCT,,S_PPM,3319.9998
866610109,78645678,3516027,YNC345,NFT306206,100006,304.0,305.0,Fe,2.589999914,Fe,PCT,None,None,PCT,,Fe_PPM,25900.0
866610131,78645679,3516027,YNC345,NFT306207,100006,306.0,307.0,Fe,2.559999943,Fe,PCT,None,None,PCT,,Fe_PPM,25600.0
866610136,78645679,3516027,YNC345,NFT306207,100006,306.0,307.0,S,0.36500001,S,PCT,None,None,PCT,,S_PPM,3650.0
866610158,78645680,3516027,YNC345,NFT306208,100006,308.0,309.0,S,0.115000002,S,PCT,None,None,PCT,,S_PPM,1150.0
866610153,78645680,3516027,YNC345,NFT306208,100006,308.0,309.0,Fe,2.99000001,Fe,PCT,None,None,PCT,,Fe_PPM,29900.0
866610175,78645681,3516027,YNC345,NFT306209,100006,310.0,311.0,Fe,2.669999838,Fe,PCT,None,None,PCT,,Fe_PPM,26699.998
866610180,78645681,3516027,YNC345,NFT306209,100006,310.0,311.0,S,0.776000023,S,PCT,None,None,PCT,,S_PPM,7760.0
866610197,78645682,3516027,YNC345,NFT306210,100006,312.0,313.0,Fe,2.5,Fe,PCT,None,None,PCT,,Fe_PPM,25000.0
866610202,78645682,3516027,YNC345,NFT306210,100006,312.0,313.0,S,0.486999989,S,PCT,None,None,PCT,,S_PPM,4870.0
866610224,78645683,3516027,YNC345,NFT306211,100006,314.0,315.0,S,0.419999987,S,PCT,None,None,PCT,,S_PPM,4200.0
866610219,78645683,3516027,YNC345,NFT306211,100006,314.0,315.0,Fe,2.609999895,Fe,PCT,None,None,PCT,,Fe_PPM,26099.998
866610241,78645684,3516027,YNC345,NFT306212,100006,316.0,317.0,Fe,3.129999876,Fe,PCT,None,None,PCT,,Fe_PPM,31299.998
866610246,78645684,3516027,YNC345,NFT306212,100006,316.0,317.0,S,0.887000024,S,PCT,None,None,PCT,,S_PPM,8870.0
866610263,78645685,3516027,YNC345,NFT306215,100006,318.0,319.0,Fe,3.089999914,Fe,PCT,None,None,PCT,,Fe_PPM,30900.0
866610268,78645685,3516027,YNC345,NFT306215,100006,318.0,319.0,S,0.52700001,S,PCT,None,None,PCT,,S_PPM,5270.0
866610285,78645686,3516027,YNC345,NFT306216,100006,320.0,321.0,Fe,3.159999847,Fe,PCT,None,None,PCT,,Fe_PPM,31599.998
