dhassayid,id,dhgeochemid,companyholeid,companysampleid,anumber,fromdepth,todepth,attributecolumn,attributevalue,element,units,labmethod,lowerdetnvalue,hunits,dsc,hanalyte,hvalue
866585038,78644559,3516024,YNC342,NFT305124,100006,391.0,392.0,Fe,4.589999676,Fe,PCT,None,None,PCT,,Fe_PPM,45899.996
866585043,78644559,3516024,YNC342,NFT305124,100006,391.0,392.0,S,1.077000022,S,PCT,None,None,PCT,,S_PPM,10770.0
866585066,78644560,3516024,YNC342,NFT305125,100006,392.0,393.0,S,2.355000019,S,PCT,None,None,PCT,,S_PPM,23550.0
866585061,78644560,3516024,YNC342,NFT305125,100006,392.0,393.0,Fe,4.960000038,Fe,PCT,None,None,PCT,,Fe_PPM,49600.0
866585084,78644561,3516024,YNC342,NFT305126,100006,393.0,394.0,Fe,4.690000057,Fe,PCT,None,None,PCT,,Fe_PPM,46900.0
866585089,78644561,3516024,YNC342,NFT305126,100006,393.0,394.0,S,0.670000017,S,PCT,None,None,PCT,,S_PPM,6700.0
866585107,78644562,3516024,YNC342,NFT305127,100006,394.0,395.0,Fe,4.909999847,Fe,PCT,None,None,PCT,,Fe_PPM,49100.0
866585112,78644562,3516024,YNC342,NFT305127,100006,394.0,395.0,S,1.15199995,S,PCT,None,None,PCT,,S_PPM,11519.999
866585135,78644563,3516024,YNC342,NFT305128,100006,395.0,396.0,S,0.523999989,S,PCT,None,None,PCT,,S_PPM,5240.0
866585130,78644563,3516024,YNC342,NFT305128,100006,395.0,396.0,Fe,4.679999828,Fe,PCT,None,None,PCT,,Fe_PPM,46800.0
866585153,78644564,3516024,YNC342,NFT305129,100006,396.0,397.0,Fe,4.839999676,Fe,PCT,None,None,PCT,,Fe_PPM,48399.996
866585158,78644564,3516024,YNC342,NFT305129,100006,396.0,397.0,S,0.930999994,S,PCT,None,None,PCT,,S_PPM,9310.0
866585181,78644565,3516024,YNC342,NFT305130,100006,397.0,398.0,S,2.312000036,S,PCT,None,None,PCT,,S_PPM,23120.0
866585176,78644565,3516024,YNC342,NFT305130,100006,397.0,398.0,Fe,5.809999943,Fe,PCT,None,None,PCT,,Fe_PPM,58100.0
866585204,78644566,3516024,YNC342,NFT305131,100006,398.0,399.0,S,1.332999945,S,PCT,None,None,PCT,,S_PPM,13329.999
866585199,78644566,3516024,YNC342,NFT305131,100006,398.0,399.0,Fe,5.940000057,Fe,PCT,None,None,PCT,,Fe_PPM,59400.0
866585222,78644567,3516024,YNC342,NFT305134,100006,399.0,400.0,Fe,6.559999943,Fe,PCT,None,None,PCT,,Fe_PPM,65600.0
866585227,78644567,3516024,YNC342,NFT305134,100006,399.0,400.0,S,2.53399992,S,PCT,None,None,PCT,,S_PPM,25340.0
866585250,78644568,3516024,YNC342,NFT305135,100006,400.0,401.0,S,1.705000043,S,PCT,None,None,PCT,,S_PPM,17050.0
866585245,78644568,3516024,YNC342,NFT305135,100006,400.0,401.0,Fe,7.25,Fe,PCT,None,None,PCT,,Fe_PPM,72500.0
866585273,78644569,3516024,YNC342,NFT305136,100006,401.0,402.0,S,1.838000059,S,PCT,None,None,PCT,,S_PPM,18380.0
866585268,78644569,3516024,YNC342,NFT305136,100006,401.0,402.0,Fe,6.960000038,Fe,PCT,None,None,PCT,,Fe_PPM,69600.0
866585296,78644570,3516024,YNC342,NFT305137,100006,402.0,403.0,S,4.828999996,S,PCT,None,None,PCT,,S_PPM,48290.0
866585291,78644570,3516024,YNC342,NFT305137,100006,402.0,403.0,Fe,8.789999962,Fe,PCT,None,None,PCT,,Fe_PPM,87900.0
866585319,78644571,3516024,YNC342,NFT305138,100006,403.0,404.0,S,10.07199955,S,PCT,None,None,PCT,,S_PPM,100719.99
866585314,78644571,3516024,YNC342,NFT305138,100006,403.0,404.0,Fe,14.71000004,Fe,PCT,None,None,PCT,,Fe_PPM,147100.0
866585337,78644572,3516024,YNC342,NFT305139,100006,404.0,405.0,Fe,16.36999893,Fe,PCT,None,None,PCT,,Fe_PPM,163699.98
866585342,78644572,3516024,YNC342,NFT305139,100006,404.0,405.0,S,3.778000116,S,PCT,None,None,PCT,,S_PPM,37780.0
866585360,78644573,3516024,YNC342,NFT305140,100006,405.0,406.0,Fe,5.549999714,Fe,PCT,None,None,PCT,,Fe_PPM,55499.996
866585365,78644573,3516024,YNC342,NFT305140,100006,405.0,406.0,S,0.926999986,S,PCT,None,None,PCT,,S_PPM,9270.0
866585383,78644574,3516024,YNC342,NFT305141,100006,406.0,407.0,Fe,4.289999962,Fe,PCT,None,None,PCT,,Fe_PPM,42900.0
866585388,78644574,3516024,YNC342,NFT305141,100006,406.0,407.0,S,0.893000007,S,PCT,None,None,PCT,,S_PPM,8930.0
866585406,78644575,3516024,YNC342,NFT305143,100006,407.0,408.0,Fe,3.99000001,Fe,PCT,None,None,PCT,,Fe_PPM,39900.0
866585411,78644575,3516024,YNC342,NFT305143,100006,407.0,408.0,S,0.89200002,S,PCT,None,None,PCT,,S_PPM,8920.0
866585429,78644576,3516024,YNC342,NFT305144,100006,408.0,409.0,Fe,4.949999809,Fe,PCT,None,None,PCT,,Fe_PPM,49500.0
866585434,78644576,3516024,YNC342,NFT305144,100006,408.0,409.0,S,1.575000048,S,PCT,None,None,PCT,,S_PPM,15750.0
866585452,78644577,3516024,YNC342,NFT305145,100006,409.0,410.0,Fe,4.589999676,Fe,PCT,None,None,PCT,,Fe_PPM,45899.996
866585457,78644577,3516024,YNC342,NFT305145,100006,409.0,410.0,S,1.187999964,S,PCT,None,None,PCT,,S_PPM,11880.0
866585475,78644578,3516024,YNC342,NFT305146,100006,410.0,411.0,Fe,5.210000038,Fe,PCT,None,None,PCT,,Fe_PPM,52100.0
866585480,78644578,3516024,YNC342,NFT305146,100006,410.0,411.0,S,2.181999922,S,PCT,None,None,PCT,,S_PPM,21820.0
866585503,78644579,3516024,YNC342,NFT305147,100006,411.0,412.0,S,2.72300005,S,PCT,None,None,PCT,,S_PPM,27230.0
866585498,78644579,3516024,YNC342,NFT305147,100006,411.0,412.0,Fe,5.319999695,Fe,PCT,None,None,PCT,,Fe_PPM,53199.996
866585521,78644580,3516024,YNC342,NFT305148,100006,412.0,413.0,Fe,4.900000095,Fe,PCT,None,None,PCT,,Fe_PPM,49000.0
866585526,78644580,3516024,YNC342,NFT305148,100006,412.0,413.0,S,1.549000025,S,PCT,None,None,PCT,,S_PPM,15490.0
866585544,78644581,3516024,YNC342,NFT305149,100006,413.0,414.0,Fe,5.879999638,Fe,PCT,None,None,PCT,,Fe_PPM,58799.996
866585549,78644581,3516024,YNC342,NFT305149,100006,413.0,414.0,S,3.006999969,S,PCT,None,None,PCT,,S_PPM,30070.0
866585567,78644582,3516024,YNC342,NFT305150,100006,414.0,415.0,Fe,5.099999905,Fe,PCT,None,None,PCT,,Fe_PPM,51000.0
866585572,78644582,3516024,YNC342,NFT305150,100006,414.0,415.0,S,2.49000001,S,PCT,None,None,PCT,,S_PPM,24900.0
866585590,78644583,3516024,YNC342,NFT305151,100006,415.0,416.0,Fe,4.679999828,Fe,PCT,None,None,PCT,,Fe_PPM,46800.0
866585595,78644583,3516024,YNC342,NFT305151,100006,415.0,416.0,S,1.896999955,S,PCT,None,None,PCT,,S_PPM,18970.0
866585613,78644584,3516024,YNC342,NFT305152,100006,416.0,417.0,Fe,3.979999781,Fe,PCT,None,None,PCT,,Fe_PPM,39799.996
866585618,78644584,3516024,YNC342,NFT305152,100006,416.0,417.0,S,1.922000051,S,PCT,None,None,PCT,,S_PPM,19220.0
866585641,78644585,3516024,YNC342,NFT305153,100006,417.0,418.0,S,3.038000107,S,PCT,None,None,PCT,,S_PPM,30380.002
866585636,78644585,3516024,YNC342,NFT305153,100006,417.0,418.0,Fe,3.919999838,Fe,PCT,None,None,PCT,,Fe_PPM,39200.0
866585664,78644586,3516024,YNC342,NFT305154,100006,418.0,419.0,S,5.645999908,S,PCT,None,None,PCT,,S_PPM,56460.0
866585659,78644586,3516024,YNC342,NFT305154,100006,418.0,419.0,Fe,6.669999599,Fe,PCT,None,None,PCT,,Fe_PPM,66699.99
866585687,78644587,3516024,YNC342,NFT305155,100006,419.0,420.0,S,7.238999844,S,PCT,None,None,PCT,,S_PPM,72390.0
866585682,78644587,3516024,YNC342,NFT305155,100006,419.0,420.0,Fe,8.380000114,Fe,PCT,None,None,PCT,,Fe_PPM,83800.0
866585710,78644588,3516024,YNC342,NFT305156,100006,420.0,421.0,S,2.71600008,S,PCT,None,None,PCT,,S_PPM,27160.0
866585705,78644588,3516024,YNC342,NFT305156,100006,420.0,421.0,Fe,4.489999771,Fe,PCT,None,None,PCT,,Fe_PPM,44899.996
866585733,78644589,3516024,YNC342,NFT305157,100006,421.0,422.0,S,7.518000126,S,PCT,None,None,PCT,,S_PPM,75180.0
866585728,78644589,3516024,YNC342,NFT305157,100006,421.0,422.0,Fe,10.00999928,Fe,PCT,None,None,PCT,,Fe_PPM,100099.99
866585756,78644590,3516024,YNC342,NFT305158,100006,422.0,423.0,S,8.487000465,S,PCT,None,None,PCT,,S_PPM,84870.01
866585751,78644590,3516024,YNC342,NFT305158,100006,422.0,423.0,Fe,11.34999943,Fe,PCT,None,None,PCT,,Fe_PPM,113499.99
866585774,78644591,3516024,YNC342,NFT305159,100006,423.0,424.0,Fe,11.23999977,Fe,PCT,None,None,PCT,,Fe_PPM,112400.0
866585779,78644591,3516024,YNC342,NFT305159,100006,423.0,424.0,S,9.065999985,S,PCT,None,None,PCT,,S_PPM,90660.0
866585797,78644592,3516024,YNC342,NFT305160,100006,424.0,425.0,Fe,4.699999809,Fe,PCT,None,None,PCT,,Fe_PPM,47000.0
866585802,78644592,3516024,YNC342,NFT305160,100006,424.0,425.0,S,3.33100009,S,PCT,None,None,PCT,,S_PPM,33310.0
866585825,78644593,3516024,YNC342,NFT305161,100006,425.0,426.0,S,2.40199995,S,PCT,None,None,PCT,,S_PPM,24020.0
866585820,78644593,3516024,YNC342,NFT305161,100006,425.0,426.0,Fe,4.46999979,Fe,PCT,None,None,PCT,,Fe_PPM,44699.996
866585848,78644594,3516024,YNC342,NFT305162,100006,426.0,427.0,S,5.697999954,S,PCT,None,None,PCT,,S_PPM,56980.0
866585843,78644594,3516024,YNC342,NFT305162,100006,426.0,427.0,Fe,7.919999599,Fe,PCT,None,None,PCT,,Fe_PPM,79199.99
866585866,78644595,3516024,YNC342,NFT305164,100006,427.0,428.0,Fe,5.319999695,Fe,PCT,None,None,PCT,,Fe_PPM,53199.996
866585871,78644595,3516024,YNC342,NFT305164,100006,427.0,428.0,S,3.58100009,S,PCT,None,None,PCT,,S_PPM,35810.0
866585894,78644596,3516024,YNC342,NFT305167,100006,428.0,429.0,S,3.809999943,S,PCT,None,None,PCT,,S_PPM,38100.0
866585889,78644596,3516024,YNC342,NFT305167,100006,428.0,429.0,Fe,5.879999638,Fe,PCT,None,None,PCT,,Fe_PPM,58799.996
866585912,78644597,3516024,YNC342,NFT305168,100006,429.0,430.0,Fe,4.759999752,Fe,PCT,None,None,PCT,,Fe_PPM,47599.996
866585917,78644597,3516024,YNC342,NFT305168,100006,429.0,430.0,S,2.644000053,S,PCT,None,None,PCT,,S_PPM,26440.0
866585935,78644598,3516024,YNC342,NFT305169,100006,430.0,431.0,Fe,6.199999809,Fe,PCT,None,None,PCT,,Fe_PPM,62000.0
866585940,78644598,3516024,YNC342,NFT305169,100006,430.0,431.0,S,4.593999863,S,PCT,None,None,PCT,,S_PPM,45940.0
866585963,78644599,3516024,YNC342,NFT305170,100006,431.0,432.0,S,5.637000084,S,PCT,None,None,PCT,,S_PPM,56370.0
866585958,78644599,3516024,YNC342,NFT305170,100006,431.0,432.0,Fe,7.419999599,Fe,PCT,None,None,PCT,,Fe_PPM,74199.99
866585986,78644600,3516024,YNC342,NFT305171,100006,432.0,433.0,S,5.760000229,S,PCT,None,None,PCT,,S_PPM,57600.004
866585981,78644600,3516024,YNC342,NFT305171,100006,432.0,433.0,Fe,6.869999886,Fe,PCT,None,None,PCT,,Fe_PPM,68700.0
866586004,78644601,3516024,YNC342,NFT305172,100006,433.0,434.0,Fe,8.179999352,Fe,PCT,None,None,PCT,,Fe_PPM,81799.99
866586009,78644601,3516024,YNC342,NFT305172,100006,433.0,434.0,S,7.241000175,S,PCT,None,None,PCT,,S_PPM,72410.0
866586032,78644602,3516024,YNC342,NFT305173,100006,434.0,435.0,S,7.318999767,S,PCT,None,None,PCT,,S_PPM,73190.0
866586027,78644602,3516024,YNC342,NFT305173,100006,434.0,435.0,Fe,8.210000038,Fe,PCT,None,None,PCT,,Fe_PPM,82100.0
866586050,78644603,3516024,YNC342,NFT305174,100006,435.0,436.0,Fe,9.420000076,Fe,PCT,None,None,PCT,,Fe_PPM,94200.0
866586055,78644603,3516024,YNC342,NFT305174,100006,435.0,436.0,S,8.027000427,S,PCT,None,None,PCT,,S_PPM,80270.01
866586073,78644604,3516024,YNC342,NFT305175,100006,436.0,437.0,Fe,9.420000076,Fe,PCT,None,None,PCT,,Fe_PPM,94200.0
866586078,78644604,3516024,YNC342,NFT305175,100006,436.0,437.0,S,8.237000465,S,PCT,None,None,PCT,,S_PPM,82370.01
866586096,78644605,3516024,YNC342,NFT305176,100006,437.0,438.0,Fe,13.28999996,Fe,PCT,None,None,PCT,,Fe_PPM,132900.0
866586101,78644605,3516024,YNC342,NFT305176,100006,437.0,438.0,S,12.14099979,S,PCT,None,None,PCT,,S_PPM,121410.0
866586124,78644606,3516024,YNC342,NFT305177,100006,438.0,439.0,S,5.269000053,S,PCT,None,None,PCT,,S_PPM,52690.0
866586119,78644606,3516024,YNC342,NFT305177,100006,438.0,439.0,Fe,6.529999733,Fe,PCT,None,None,PCT,,Fe_PPM,65299.996
866586142,78644607,3516024,YNC342,NFT305178,100006,439.0,440.0,Fe,7.019999981,Fe,PCT,None,None,PCT,,Fe_PPM,70200.0
866586147,78644607,3516024,YNC342,NFT305178,100006,439.0,440.0,S,6.038000107,S,PCT,None,None,PCT,,S_PPM,60380.0
866586165,78644608,3516024,YNC342,NFT305179,100006,440.0,441.0,Fe,6.069999695,Fe,PCT,None,None,PCT,,Fe_PPM,60699.996
866586170,78644608,3516024,YNC342,NFT305179,100006,440.0,441.0,S,5.171999931,S,PCT,None,None,PCT,,S_PPM,51720.0
866586188,78644609,3516024,YNC342,NFT305180,100006,441.0,442.0,Fe,12.13999939,Fe,PCT,None,None,PCT,,Fe_PPM,121399.99
866586193,78644609,3516024,YNC342,NFT305180,100006,441.0,442.0,S,11.61800003,S,PCT,None,None,PCT,,S_PPM,116180.0
866586216,78644610,3516024,YNC342,NFT305181,100006,442.0,443.0,S,7.063000202,S,PCT,None,None,PCT,,S_PPM,70630.0
866586211,78644610,3516024,YNC342,NFT305181,100006,442.0,443.0,Fe,7.909999847,Fe,PCT,None,None,PCT,,Fe_PPM,79100.0
866586239,78644611,3516024,YNC342,NFT305182,100006,445.0,446.0,S,7.467999935,S,PCT,None,None,PCT,,S_PPM,74680.0
866586234,78644611,3516024,YNC342,NFT305182,100006,445.0,446.0,Fe,8.829999924,Fe,PCT,None,None,PCT,,Fe_PPM,88300.0
866586257,78644612,3516024,YNC342,NFT305183,100006,447.0,448.0,Fe,3.75,Fe,PCT,None,None,PCT,,Fe_PPM,37500.0
866586262,78644612,3516024,YNC342,NFT305183,100006,447.0,448.0,S,2.471999884,S,PCT,None,None,PCT,,S_PPM,24719.998
866586285,78644613,3516024,YNC342,NFT305184,100006,449.0,450.0,S,15.09500027,S,PCT,None,None,PCT,,S_PPM,150950.0
866586280,78644613,3516024,YNC342,NFT305184,100006,449.0,450.0,Fe,16.42000008,Fe,PCT,None,None,PCT,,Fe_PPM,164200.0
866586303,78644614,3516024,YNC342,NFT305185,100006,451.0,452.0,Fe,5.369999886,Fe,PCT,None,None,PCT,,Fe_PPM,53700.0
866586308,78644614,3516024,YNC342,NFT305185,100006,451.0,452.0,S,3.545000076,S,PCT,None,None,PCT,,S_PPM,35450.0
866586331,78644615,3516024,YNC342,NFT305187,100006,453.0,454.0,S,6.074999809,S,PCT,None,None,PCT,,S_PPM,60750.0
866586326,78644615,3516024,YNC342,NFT305187,100006,453.0,454.0,Fe,7.819999695,Fe,PCT,None,None,PCT,,Fe_PPM,78200.0
866586349,78644616,3516024,YNC342,NFT305188,100006,455.0,456.0,Fe,4.650000095,Fe,PCT,None,None,PCT,,Fe_PPM,46500.0
866586354,78644616,3516024,YNC342,NFT305188,100006,455.0,456.0,S,1.394000053,S,PCT,None,None,PCT,,S_PPM,13940.001
866586372,78644617,3516024,YNC342,NFT305189,100006,457.0,458.0,Fe,4.690000057,Fe,PCT,None,None,PCT,,Fe_PPM,46900.0
866586377,78644617,3516024,YNC342,NFT305189,100006,457.0,458.0,S,1.396999955,S,PCT,None,None,PCT,,S_PPM,13970.0
866586395,78644618,3516024,YNC342,NFT305190,100006,459.0,460.0,Fe,10.11999989,Fe,PCT,None,None,PCT,,Fe_PPM,101200.0
866586400,78644618,3516024,YNC342,NFT305190,100006,459.0,460.0,S,8.840999603,S,PCT,None,None,PCT,,S_PPM,88409.99
866586423,78644619,3516024,YNC342,NFT305191,100006,461.0,462.0,S,4.209000111,S,PCT,None,None,PCT,,S_PPM,42090.0
866586418,78644619,3516024,YNC342,NFT305191,100006,461.0,462.0,Fe,6.109999657,Fe,PCT,None,None,PCT,,Fe_PPM,61099.996
866586446,78644620,3516024,YNC342,NFT305192,100006,463.0,464.0,S,2.503000021,S,PCT,None,None,PCT,,S_PPM,25030.0
866586441,78644620,3516024,YNC342,NFT305192,100006,463.0,464.0,Fe,4.569999695,Fe,PCT,None,None,PCT,,Fe_PPM,45699.996
866586464,78644621,3516024,YNC342,NFT305193,100006,465.0,466.0,Fe,4.619999886,Fe,PCT,None,None,PCT,,Fe_PPM,46200.0
866586469,78644621,3516024,YNC342,NFT305193,100006,465.0,466.0,S,2.295000076,S,PCT,None,None,PCT,,S_PPM,22950.0
866586487,78644622,3516024,YNC342,NFT305194,100006,467.0,468.0,Fe,4.389999866,Fe,PCT,None,None,PCT,,Fe_PPM,43900.0
866586492,78644622,3516024,YNC342,NFT305194,100006,467.0,468.0,S,2.161000013,S,PCT,None,None,PCT,,S_PPM,21610.0
866586515,78644623,3516024,YNC342,NFT305195,100006,469.0,470.0,S,1.695000052,S,PCT,None,None,PCT,,S_PPM,16950.0
866586510,78644623,3516024,YNC342,NFT305195,100006,469.0,470.0,Fe,4.420000076,Fe,PCT,None,None,PCT,,Fe_PPM,44200.0
866586537,78644624,3516024,YNC342,NFT307003,100006,470.0,471.0,S,1.769000053,S,PCT,None,None,PCT,,S_PPM,17690.0
866586532,78644624,3516024,YNC342,NFT307003,100006,470.0,471.0,Fe,3.549999952,Fe,PCT,None,None,PCT,,Fe_PPM,35500.0
866586560,78644625,3516024,YNC342,NFT305196,100006,471.0,472.0,S,0.944000006,S,PCT,None,None,PCT,,S_PPM,9440.0
866586555,78644625,3516024,YNC342,NFT305196,100006,471.0,472.0,Fe,3.389999866,Fe,PCT,None,None,PCT,,Fe_PPM,33900.0
866586577,78644626,3516024,YNC342,NFT307004,100006,472.0,473.0,Fe,3.809999943,Fe,PCT,None,None,PCT,,Fe_PPM,38100.0
866586582,78644626,3516024,YNC342,NFT307004,100006,472.0,473.0,S,1.368999958,S,PCT,None,None,PCT,,S_PPM,13690.0
866586605,78644627,3516024,YNC342,NFT305199,100006,473.0,474.0,S,1.587000012,S,PCT,None,None,PCT,,S_PPM,15870.0
866586600,78644627,3516024,YNC342,NFT305199,100006,473.0,474.0,Fe,4.25,Fe,PCT,None,None,PCT,,Fe_PPM,42500.0
866586627,78644628,3516024,YNC342,NFT307005,100006,474.0,475.0,S,5.125999928,S,PCT,None,None,PCT,,S_PPM,51260.0
866586622,78644628,3516024,YNC342,NFT307005,100006,474.0,475.0,Fe,6.129999638,Fe,PCT,None,None,PCT,,Fe_PPM,61299.996
866586650,78644629,3516024,YNC342,NFT305200,100006,475.0,476.0,S,2.986999989,S,PCT,None,None,PCT,,S_PPM,29870.0
866586645,78644629,3516024,YNC342,NFT305200,100006,475.0,476.0,Fe,4.929999828,Fe,PCT,None,None,PCT,,Fe_PPM,49300.0
866586672,78644630,3516024,YNC342,NFT307006,100006,476.0,477.0,S,2.174999952,S,PCT,None,None,PCT,,S_PPM,21750.0
866586667,78644630,3516024,YNC342,NFT307006,100006,476.0,477.0,Fe,4.150000095,Fe,PCT,None,None,PCT,,Fe_PPM,41500.0
866586695,78644631,3516024,YNC342,NFT305201,100006,477.0,478.0,S,1.972000003,S,PCT,None,None,PCT,,S_PPM,19720.0
866586690,78644631,3516024,YNC342,NFT305201,100006,477.0,478.0,Fe,3.699999809,Fe,PCT,None,None,PCT,,Fe_PPM,37000.0
866586712,78644632,3516024,YNC342,NFT307007,100006,478.0,479.0,Fe,6.079999924,Fe,PCT,None,None,PCT,,Fe_PPM,60800.0
866586717,78644632,3516024,YNC342,NFT307007,100006,478.0,479.0,S,5.151000023,S,PCT,None,None,PCT,,S_PPM,51510.0
866586740,78644633,3516024,YNC342,NFT305202,100006,479.0,480.0,S,1.886000037,S,PCT,None,None,PCT,,S_PPM,18860.0
866586735,78644633,3516024,YNC342,NFT305202,100006,479.0,480.0,Fe,3.75,Fe,PCT,None,None,PCT,,Fe_PPM,37500.0
866586762,78644634,3516024,YNC342,NFT307008,100006,480.0,481.0,S,2.826999903,S,PCT,None,None,PCT,,S_PPM,28270.0
866586757,78644634,3516024,YNC342,NFT307008,100006,480.0,481.0,Fe,4.309999943,Fe,PCT,None,None,PCT,,Fe_PPM,43100.0
866586780,78644635,3516024,YNC342,NFT305203,100006,481.0,482.0,Fe,4.079999924,Fe,PCT,None,None,PCT,,Fe_PPM,40800.0
866586785,78644635,3516024,YNC342,NFT305203,100006,481.0,482.0,S,2.453000069,S,PCT,None,None,PCT,,S_PPM,24530.0
866586807,78644636,3516024,YNC342,NFT307009,100006,482.0,483.0,S,2.154999971,S,PCT,None,None,PCT,,S_PPM,21550.0
866586802,78644636,3516024,YNC342,NFT307009,100006,482.0,483.0,Fe,3.299999952,Fe,PCT,None,None,PCT,,Fe_PPM,33000.0
866586825,78644637,3516024,YNC342,NFT305204,100006,483.0,484.0,Fe,12.03999996,Fe,PCT,None,None,PCT,,Fe_PPM,120400.0
866586830,78644637,3516024,YNC342,NFT305204,100006,483.0,484.0,S,11.02400017,S,PCT,None,None,PCT,,S_PPM,110240.0
866586847,78644638,3516024,YNC342,NFT307010,100006,484.0,485.0,Fe,4.130000114,Fe,PCT,None,None,PCT,,Fe_PPM,41300.0
866586852,78644638,3516024,YNC342,NFT307010,100006,484.0,485.0,S,3.190999985,S,PCT,None,None,PCT,,S_PPM,31910.0
866586870,78644639,3516024,YNC342,NFT305205,100006,485.0,486.0,Fe,3.00999999,Fe,PCT,None,None,PCT,,Fe_PPM,30100.0
866586875,78644639,3516024,YNC342,NFT305205,100006,485.0,486.0,S,1.282999992,S,PCT,None,None,PCT,,S_PPM,12830.0
866586892,78644640,3516024,YNC342,NFT307011,100006,486.0,487.0,Fe,9.619999886,Fe,PCT,None,None,PCT,,Fe_PPM,96200.0
866586897,78644640,3516024,YNC342,NFT307011,100006,486.0,487.0,S,9.154999733,S,PCT,None,None,PCT,,S_PPM,91550.0
866586920,78644641,3516024,YNC342,NFT305206,100006,487.0,488.0,S,2.230999947,S,PCT,None,None,PCT,,S_PPM,22310.0
866586915,78644641,3516024,YNC342,NFT305206,100006,487.0,488.0,Fe,4.349999905,Fe,PCT,None,None,PCT,,Fe_PPM,43500.0
866586937,78644642,3516024,YNC342,NFT307012,100006,488.0,489.0,Fe,4.539999962,Fe,PCT,None,None,PCT,,Fe_PPM,45400.0
866586942,78644642,3516024,YNC342,NFT307012,100006,488.0,489.0,S,2.592000008,S,PCT,None,None,PCT,,S_PPM,25920.0
866586960,78644643,3516024,YNC342,NFT305207,100006,489.0,490.0,Fe,5.059999943,Fe,PCT,None,None,PCT,,Fe_PPM,50600.0
866586965,78644643,3516024,YNC342,NFT305207,100006,489.0,490.0,S,2.677000046,S,PCT,None,None,PCT,,S_PPM,26770.0
866586988,78644644,3516024,YNC342,NFT305208,100006,491.0,492.0,S,4.235000134,S,PCT,None,None,PCT,,S_PPM,42350.0
866586983,78644644,3516024,YNC342,NFT305208,100006,491.0,492.0,Fe,5.539999962,Fe,PCT,None,None,PCT,,Fe_PPM,55400.0
866587011,78644645,3516024,YNC342,NFT305210,100006,493.0,494.0,S,4.730000019,S,PCT,None,None,PCT,,S_PPM,47300.0
866587006,78644645,3516024,YNC342,NFT305210,100006,493.0,494.0,Fe,6.009999752,Fe,PCT,None,None,PCT,,Fe_PPM,60099.996
866587029,78644646,3516024,YNC342,NFT305211,100006,495.0,496.0,Fe,4.309999943,Fe,PCT,None,None,PCT,,Fe_PPM,43100.0
866587034,78644646,3516024,YNC342,NFT305211,100006,495.0,496.0,S,1.485000014,S,PCT,None,None,PCT,,S_PPM,14850.0
866587057,78644647,3516024,YNC342,NFT305212,100006,497.0,498.0,S,1.199000001,S,PCT,None,None,PCT,,S_PPM,11990.0
866587052,78644647,3516024,YNC342,NFT305212,100006,497.0,498.0,Fe,4.400000095,Fe,PCT,None,None,PCT,,Fe_PPM,44000.0
866587075,78644648,3516024,YNC342,NFT305213,100006,499.0,500.0,Fe,4.819999695,Fe,PCT,None,None,PCT,,Fe_PPM,48199.996
866587080,78644648,3516024,YNC342,NFT305213,100006,499.0,500.0,S,1.697999954,S,PCT,None,None,PCT,,S_PPM,16980.0
866587098,78644649,3516024,YNC342,NFT305214,100006,501.0,502.0,Fe,6.359999657,Fe,PCT,None,None,PCT,,Fe_PPM,63599.996
866587103,78644649,3516024,YNC342,NFT305214,100006,501.0,502.0,S,2.861000061,S,PCT,None,None,PCT,,S_PPM,28610.0
866587126,78644650,3516024,YNC342,NFT305215,100006,503.0,504.0,S,1.771000028,S,PCT,None,None,PCT,,S_PPM,17710.0
866587121,78644650,3516024,YNC342,NFT305215,100006,503.0,504.0,Fe,5.460000038,Fe,PCT,None,None,PCT,,Fe_PPM,54600.0
866587149,78644651,3516024,YNC342,NFT305216,100006,505.0,506.0,S,0.890999973,S,PCT,None,None,PCT,,S_PPM,8910.0
866587144,78644651,3516024,YNC342,NFT305216,100006,505.0,506.0,Fe,3.849999905,Fe,PCT,None,None,PCT,,Fe_PPM,38500.0
866587172,78644652,3516024,YNC342,NFT305217,100006,507.0,508.0,S,3.417999983,S,PCT,None,None,PCT,,S_PPM,34180.0
866587167,78644652,3516024,YNC342,NFT305217,100006,507.0,508.0,Fe,5.389999866,Fe,PCT,None,None,PCT,,Fe_PPM,53900.0
866587195,78644653,3516024,YNC342,NFT305218,100006,508.0,509.0,S,3.101999998,S,PCT,None,None,PCT,,S_PPM,31020.0
866587190,78644653,3516024,YNC342,NFT305218,100006,508.0,509.0,Fe,5.710000038,Fe,PCT,None,None,PCT,,Fe_PPM,57100.0
866587218,78644654,3516024,YNC342,NFT305219,100006,509.0,510.0,S,8.694000244,S,PCT,None,None,PCT,,S_PPM,86940.0
866587213,78644654,3516024,YNC342,NFT305219,100006,509.0,510.0,Fe,9.349999428,Fe,PCT,None,None,PCT,,Fe_PPM,93499.99
866587241,78644655,3516024,YNC342,NFT305220,100006,510.0,511.0,S,4.22300005,S,PCT,None,None,PCT,,S_PPM,42230.0
866587236,78644655,3516024,YNC342,NFT305220,100006,510.0,511.0,Fe,5.539999962,Fe,PCT,None,None,PCT,,Fe_PPM,55400.0
866587259,78644656,3516024,YNC342,NFT305221,100006,511.0,512.0,Fe,6.25,Fe,PCT,None,None,PCT,,Fe_PPM,62500.0
866587264,78644656,3516024,YNC342,NFT305221,100006,511.0,512.0,S,4.886000156,S,PCT,None,None,PCT,,S_PPM,48860.0
