id,holeid,companyholeid,longitude,latitude,easting,northing,datum,projection,zone,elevation,height_datum,dataset,holetype,azimuth,dip,maxdepth,anumber,company,geom
3115558,100009LeonoraLRCD002,LRCD002,121.301500373145,-28.7342361800948,334131.7,6820276.0,GDA94,UTM,51,407.0,EGM96,None,RC,240.0,-60.0,117.0,100009,ANGLO AUSTRALIAN RESOURCES NL,0101000020E6100000EF9838C84B535E40110CFDE6F6BB3CC0
3121893,100012Fraser RangeSFRA0512,SFRA0512,122.980328004284,-31.8318609968236,498138.492,6478200.831,GDA94,UTM,51,373.0,EGM96,None,AC,360.0,-90.0,61.0,100012,Sirius Gold Pty Ltd,0101000020E61000002D70ABB1BDBE5E40E22CA0D7F4D43FC0
3121896,100012Fraser RangeSFRA0515,SFRA0515,122.977772995459,-31.831888003206,497896.719,6478197.791,GDA94,UTM,51,378.0,EGM96,None,AC,360.0,-90.0,27.0,100012,Sirius Gold Pty Ltd,0101000020E6100000239A2FD593BE5E405BB4B79CF6D43FC0
3121895,100012Fraser RangeSFRA0514,SFRA0514,122.979512002626,-31.8318629972573,498061.276,6478200.595,GDA94,UTM,51,375.0,EGM96,None,AC,360.0,-90.0,19.0,100012,Sirius Gold Pty Ltd,0101000020E61000005C541C53B0BE5E40FFF82FF9F4D43FC0
3121913,100012Fraser RangeSFRA0532,SFRA0532,122.974877002712,-31.8354349976017,497622.77,6477804.584,GDA94,UTM,51,374.0,EGM96,None,AC,360.0,-90.0,3.0,100012,Sirius Gold Pty Ltd,0101000020E61000005111836264BE5E4015A26811DFD53FC0
3121884,100012Fraser RangeSFRA0503,SFRA0503,122.988175000076,-31.8282889994974,498880.989,6478596.857,GDA94,UTM,51,363.0,EGM96,None,AC,360.0,-90.0,66.0,100012,Sirius Gold Pty Ltd,0101000020E610000047035B423EBF5E40577A74BF0AD43FC0
3121889,100012Fraser RangeSFRA0508,SFRA0508,122.983734002381,-31.8318950037561,498460.793,6478197.115,GDA94,UTM,51,366.0,EGM96,None,AC,360.0,-90.0,69.0,100012,Sirius Gold Pty Ltd,0101000020E6100000220C767FF5BE5E4097D62A12F7D43FC0
3121907,100012Fraser RangeSFRA0526,SFRA0526,122.979914003478,-31.8354610008225,498099.39,6477801.801,GDA94,UTM,51,368.0,EGM96,None,AC,360.0,-90.0,46.0,100012,Sirius Gold Pty Ltd,0101000020E6100000267539E9B6BE5E40B79DABC5E0D53FC0
3516025,100006NiftyYNC343,YNC343,121.579897191035,-21.6679694751904,353066.0,7603251.0,GDA94,Map Grid of Australia (MGA),51,300.0,EGM96,None,DD,25.8,-60.4,798.9,100006,BIRLA (NIFTY) PTY LTD,0101000020E610000068A21B091D655E4047AB2A0C00AB35C0
3516027,100006NiftyYNC345,YNC345,121.557030140466,-21.6449914126661,350676.0,7605773.0,GDA94,Map Grid of Australia (MGA),51,308.0,EGM96,None,DD,252.9,-67.7,798.8,100006,BIRLA (NIFTY) PTY LTD,0101000020E6100000040CBF61A6635E400C9A3F281EA535C0
3516029,100006NiftyYNC346B,YNC346B,121.571289283172,-21.6432087219872,352150.0,7605984.0,GDA94,Map Grid of Australia (MGA),51,297.0,EGM96,None,DD,14.8,-68.7,751.0,100006,BIRLA (NIFTY) PTY LTD,0101000020E6100000DCF1EC0090645E40DE6FA953A9A435C0
3516028,100006NiftyYNC346,YNC346,121.571289194302,-21.6432177541224,352150.0,7605983.0,GDA94,Map Grid of Australia (MGA),51,297.0,EGM96,None,DD,35.9,-69.1,121.0,100006,BIRLA (NIFTY) PTY LTD,0101000020E610000075858D0090645E408B2932EBA9A435C0
3516031,100006Nifty12DRD001,12DRD001,121.540664340461,-21.1766928193255,348500.0,7657600.0,GDA94,Map Grid of Australia (MGA),51,247.0,EGM96,None,DD,270.0,-60.0,462.9,100006,BIRLA (NIFTY) PTY LTD,0101000020E61000002E199B3E9A625E40E97098BD3B2D35C0
3516024,100006NiftyYNC342,YNC342,121.578956503174,-21.6653509165019,352966.0,7603540.0,GDA94,Map Grid of Australia (MGA),51,300.0,EGM96,None,DD,32.3,-64.2,552.8,100006,BIRLA (NIFTY) PTY LTD,0101000020E610000016BC939F0D655E4042BD0A7054AA35C0
3121891,100012Fraser RangeSFRA0510,SFRA0510,122.982016001187,-31.831828000328,498298.222,6478204.516,GDA94,UTM,51,369.0,EGM96,None,AC,360.0,-90.0,77.0,100012,Sirius Gold Pty Ltd,0101000020E6100000CD4FA459D9BE5E404B4E09AEF2D43FC0
3121886,100012Fraser RangeSFRA0505,SFRA0505,122.989856996214,-31.8282989967696,499040.158,6478595.765,GDA94,UTM,51,359.0,EGM96,None,AC,360.0,-90.0,52.0,100012,Sirius Gold Pty Ltd,0101000020E61000002E9D28D159BF5E405F6F2E670BD43FC0
3121905,100012Fraser RangeSFRA0524,SFRA0524,122.981630004363,-31.8354479977355,498261.764,6477803.271,GDA94,UTM,51,365.0,EGM96,None,AC,360.0,-90.0,61.0,100012,Sirius Gold Pty Ltd,0101000020E6100000BB60A706D3BE5E405CC883EBDFD53FC0
3121890,100012Fraser RangeSFRA0509,SFRA0509,122.982866998878,-31.8318480023622,498378.75,6478202.312,GDA94,UTM,51,367.0,EGM96,None,AC,360.0,-90.0,60.0,100012,Sirius Gold Pty Ltd,0101000020E6100000EA1FFC4AE7BE5E407A639DFDF3D43FC0
3121899,100012Fraser RangeSFRA0518,SFRA0518,122.975281996875,-31.8319050013668,497661.003,6478195.856,GDA94,UTM,51,383.0,EGM96,None,AC,360.0,-90.0,31.0,100012,Sirius Gold Pty Ltd,0101000020E61000002A3D2E056BBE5E40CE3FE6B9F7D43FC0
3121906,100012Fraser RangeSFRA0525,SFRA0525,122.980779995702,-31.835444001716,498181.333,6477803.7,GDA94,UTM,51,366.0,EGM96,None,AC,360.0,-90.0,36.0,100012,Sirius Gold Pty Ltd,0101000020E61000001C877519C5BE5E40740279A8DFD53FC0
3121917,100012Fraser RangeSFRA0536,SFRA0536,122.97334300154,-31.8463450019992,497477.914,6476595.288,GDA94,UTM,51,362.0,EGM96,None,AC,360.0,-90.0,28.0,100012,Sirius Gold Pty Ltd,0101000020E6100000E8D971404BBE5E4039B8E810AAD83FC0
3121902,100012Fraser RangeSFRA0521,SFRA0521,122.98414300275,-31.8355050032199,498499.554,6477796.99,GDA94,UTM,51,360.0,EGM96,None,AC,360.0,-90.0,60.0,100012,Sirius Gold Pty Ltd,0101000020E610000081D9EE32FCBE5E404E79E8A7E3D53FC0
3121882,100012Fraser RangeSFRA0501,SFRA0501,122.98648800361,-31.8282950026368,498721.347,6478596.173,GDA94,UTM,51,366.0,EGM96,None,AC,360.0,-90.0,66.0,100012,Sirius Gold Pty Ltd,0101000020E6100000AF59949E22BF5E40EAC32B240BD43FC0
3121900,100012Fraser RangeSFRA0519,SFRA0519,122.974416997271,-31.8319259961297,497579.151,6478193.51,GDA94,UTM,51,385.0,EGM96,None,AC,360.0,-90.0,3.0,100012,Sirius Gold Pty Ltd,0101000020E610000083FC1BD95CBE5E40BD11221AF9D43FC0
3121909,100012Fraser RangeSFRA0528,SFRA0528,122.978249000196,-31.835490996054,497941.842,6477798.446,GDA94,UTM,51,372.0,EGM96,None,AC,360.0,-90.0,52.0,100012,Sirius Gold Pty Ltd,0101000020E6100000F0CBB1A19BBE5E408627E8BCE2D53FC0
3121916,100012Fraser RangeSFRA0535,SFRA0535,122.974218998228,-31.8463349966716,497560.794,6476596.417,GDA94,UTM,51,361.0,EGM96,None,AC,360.0,-90.0,22.0,100012,Sirius Gold Pty Ltd,0101000020E6100000FE21A49A59BE5E40302A0C69A9D83FC0
3121883,100012Fraser RangeSFRA0502,SFRA0502,122.987320998317,-31.8282889984713,498800.174,6478596.848,GDA94,UTM,51,365.0,EGM96,None,AC,360.0,-90.0,57.0,100012,Sirius Gold Pty Ltd,0101000020E61000003D9B694430BF5E40221270BF0AD43FC0
3121892,100012Fraser RangeSFRA0511,SFRA0511,122.98117899743,-31.8318510027988,498219.019,6478201.953,GDA94,UTM,51,371.0,EGM96,None,AC,360.0,-90.0,81.0,100012,Sirius Gold Pty Ltd,0101000020E6100000F95EFEA2CBBE5E40682AF42FF4D43FC0
3121880,100012Fraser RangeSFRA0499,SFRA0499,122.984770998727,-31.8282819974138,498558.865,6478597.593,GDA94,UTM,51,369.0,EGM96,None,AC,360.0,-90.0,66.0,100012,Sirius Gold Pty Ltd,0101000020E61000003B65F07C06BF5E4001C2FA490AD43FC0
3121894,100012Fraser RangeSFRA0513,SFRA0513,122.97859200162,-31.8318730046301,497974.219,6478199.469,GDA94,UTM,51,377.0,EGM96,None,AC,360.0,-90.0,47.0,100012,Sirius Gold Pty Ltd,0101000020E610000072C55840A1BE5E40C14F15A1F5D43FC0
3121912,100012Fraser RangeSFRA0531,SFRA0531,122.975704995663,-31.8354460028973,497701.118,6477803.382,GDA94,UTM,51,373.0,EGM96,None,AC,360.0,-90.0,3.0,100012,Sirius Gold Pty Ltd,0101000020E6100000A6BA5DF371BE5E4090040CCADFD53FC0
3121897,100012Fraser RangeSFRA0516,SFRA0516,122.976970994825,-31.8318940046027,497820.828,6478197.11,GDA94,UTM,51,380.0,EGM96,None,AC,360.0,-90.0,11.0,100012,Sirius Gold Pty Ltd,0101000020E61000007EFA59B186BE5E40CF816701F7D43FC0
3121910,100012Fraser RangeSFRA0529,SFRA0529,122.977407000275,-31.8354939980228,497862.169,6477798.097,GDA94,UTM,51,372.0,EGM96,None,AC,360.0,-90.0,36.0,100012,Sirius Gold Pty Ltd,0101000020E6100000014417D68DBE5E40218345EFE2D53FC0
3121911,100012Fraser RangeSFRA0530,SFRA0530,122.976548995313,-31.8354740032935,497780.981,6477800.296,GDA94,UTM,51,372.0,EGM96,None,AC,360.0,-90.0,30.0,100012,Sirius Gold Pty Ltd,0101000020E6100000E7735BC77FBE5E40C4CDD09FE1D53FC0
3121887,100012Fraser RangeSFRA0506,SFRA0506,122.985462002968,-31.8318959978372,498624.309,6478197.028,GDA94,UTM,51,363.0,EGM96,None,AC,360.0,-90.0,37.0,100012,Sirius Gold Pty Ltd,0101000020E6100000B08C38CF11BF5E405262D822F7D43FC0
3121888,100012Fraser RangeSFRA0507,SFRA0507,122.984615000383,-31.8318670006105,498544.159,6478200.231,GDA94,UTM,51,364.0,EGM96,None,AC,360.0,-90.0,39.0,100012,Sirius Gold Pty Ltd,0101000020E6100000F272A2EE03BF5E40643E5A3CF5D43FC0
3121904,100012Fraser RangeSFRA0523,SFRA0523,122.982444998436,-31.8354640006178,498338.882,6477801.51,GDA94,UTM,51,363.0,EGM96,None,AC,360.0,-90.0,38.0,100012,Sirius Gold Pty Ltd,0101000020E6100000B099FC60E0BE5E4087A3FFF7E0D53FC0
3516023,100006NiftyYNC341B,YNC341B,121.578119567629,-21.6672630590769,352881.33,7603327.52,GDA94,Map Grid of Australia (MGA),51,300.0,EGM96,None,DD,25.2,-60.0,747.8,100006,BIRLA (NIFTY) PTY LTD,0101000020E61000003B0937E9FF645E40709078C0D1AA35C0
3516030,100006NiftyYNC347,YNC347,121.558915363369,-21.6458478341773,350872.0,7605680.0,GDA94,Map Grid of Australia (MGA),51,305.0,EGM96,None,DD,198.3,-70.4,868.2,100006,BIRLA (NIFTY) PTY LTD,0101000020E6100000B7B9F144C5635E40E3FB9D4856A535C0
3121929,100012Fraser RangeSFRA0548,SFRA0548,122.968292997029,-31.8426590011035,497000.001,6477003.715,GDA94,UTM,51,369.0,EGM96,None,AC,360.0,-90.0,14.0,100012,Sirius Gold Pty Ltd,0101000020E6100000DDCB3083F8BD5E40686B1380B8D73FC0
3121927,100012Fraser RangeSFRA0546,SFRA0546,122.964943003658,-31.8463190019554,496683.168,6476597.944,GDA94,UTM,51,362.0,EGM96,None,AC,360.0,-90.0,27.0,100012,Sirius Gold Pty Ltd,0101000020E6100000C4CD4CA0C1BD5E40BE61B35CA8D83FC0
3121928,100012Fraser RangeSFRA0547,SFRA0547,122.964052005136,-31.8462550036192,496598.866,6476605.01,GDA94,UTM,51,363.0,EGM96,None,AC,360.0,-90.0,58.0,100012,Sirius Gold Pty Ltd,0101000020E6100000F36C2E07B3BD5E40EE9EFC2AA4D83FC0
3121946,100012Fraser RangeSFRA0565,SFRA0565,122.963019002957,-31.8264349961898,496500.383,6478801.819,GDA94,UTM,51,384.0,EGM96,None,AC,360.0,-90.0,54.0,100012,Sirius Gold Pty Ltd,0101000020E61000001EC8741AA2BD5E40B3E7703E91D33FC0
3121964,100012Fraser RangeSFRA0598,SFRA0598,122.985183999129,-31.8246679982052,498597.893,6478998.172,GDA94,UTM,51,370.0,EGM96,None,AC,0.0,-90.0,46.0,100012,Sirius Gold Pty Ltd,0101000020E61000004D3330410DBF5E40605922711DD33FC0
3121934,100012Fraser RangeSFRA0553,SFRA0553,122.972474999717,-31.8427090003936,497395.688,6476998.281,GDA94,UTM,51,365.0,EGM96,None,AC,360.0,-90.0,49.0,100012,Sirius Gold Pty Ltd,0101000020E610000093FDC7073DBE5E4041BCECC6BBD73FC0
3121957,100012Fraser RangeSFRA0591,SFRA0591,122.991103994823,-31.8247010020956,499158.13,6478994.575,GDA94,UTM,51,358.0,EGM96,None,AC,0.0,-90.0,50.0,100012,Sirius Gold Pty Ltd,0101000020E6100000C92C733F6EBF5E40A2FAD89A1FD33FC0
3121921,100012Fraser RangeSFRA0540,SFRA0540,122.969971001936,-31.846325999145,497158.88,6476597.311,GDA94,UTM,51,363.0,EGM96,None,AC,360.0,-90.0,56.0,100012,Sirius Gold Pty Ltd,0101000020E61000008BD8400114BE5E40121518D2A8D83FC0
3121954,100012Fraser RangeSFRA0573,SFRA0573,122.959631837918,-31.8301764874584,496180.0,6478387.0,GDA94,UTM,51,378.0,EGM96,None,AC,360.0,-90.0,29.0,100012,Sirius Gold Pty Ltd,0101000020E6100000B903A89B6ABD5E40BF8A3F7286D43FC0
3121918,100012Fraser RangeSFRA0537,SFRA0537,122.972507000559,-31.8463510041624,497398.818,6476594.603,GDA94,UTM,51,362.0,EGM96,None,AC,360.0,-90.0,25.0,100012,Sirius Gold Pty Ltd,0101000020E61000000CA2008E3DBE5E4074D09B75AAD83FC0
3121925,100012Fraser RangeSFRA0544,SFRA0544,122.966556999804,-31.8463099994539,496835.872,6476598.99,GDA94,UTM,51,362.0,EGM96,None,AC,360.0,-90.0,51.0,100012,Sirius Gold Pty Ltd,0101000020E610000032F8E311DCBD5E40AAEEA9C5A7D83FC0
3121939,100012Fraser RangeSFRA0558,SFRA0558,122.976740999923,-31.8427130005389,497799.321,6476997.932,GDA94,UTM,51,360.0,EGM96,None,AC,360.0,-90.0,39.0,100012,Sirius Gold Pty Ltd,0101000020E610000039D5AEEC82BE5E40863A090ABCD73FC0
3121941,100012Fraser RangeSFRA0560,SFRA0560,122.978415002412,-31.8426759984721,497957.708,6477002.066,GDA94,UTM,51,359.0,EGM96,None,AC,360.0,-90.0,40.0,100012,Sirius Gold Pty Ltd,0101000020E61000009F51F5599EBE5E40D38F3E9DB9D73FC0
3121966,100012Fraser RangeSFRA0600,SFRA0600,122.983511001976,-31.8246380015803,498439.569,6479001.474,GDA94,UTM,51,374.0,EGM96,None,AC,0.0,-90.0,48.0,100012,Sirius Gold Pty Ltd,0101000020E61000008F2F21D8F1BE5E4081D3DF791BD33FC0
3121919,100012Fraser RangeSFRA0538,SFRA0538,122.971663004052,-31.8463040036352,497318.964,6476599.792,GDA94,UTM,51,363.0,EGM96,None,AC,360.0,-90.0,42.0,100012,Sirius Gold Pty Ltd,0101000020E6100000BC4806BA2FBE5E4049161261A7D83FC0
3121935,100012Fraser RangeSFRA0554,SFRA0554,122.973340000348,-31.8427049983766,497477.531,6476998.745,GDA94,UTM,51,364.0,EGM96,None,AC,360.0,-90.0,61.0,100012,Sirius Gold Pty Ltd,0101000020E61000008858DB334BBE5E400734C883BBD73FC0
3121937,100012Fraser RangeSFRA0556,SFRA0556,122.97506299852,-31.8427199995649,497640.555,6476997.121,GDA94,UTM,51,362.0,EGM96,None,AC,360.0,-90.0,61.0,100012,Sirius Gold Pty Ltd,0101000020E6100000B88BA26E67BE5E40FED0757FBCD73FC0
3121952,100012Fraser RangeSFRA0571,SFRA0571,122.963034645336,-31.83006023476,496502.0,6478400.0,GDA94,UTM,51,380.0,EGM96,None,AC,360.0,-90.0,30.0,100012,Sirius Gold Pty Ltd,0101000020E610000084A8105CA2BD5E401901DAD37ED43FC0
3121955,100012Fraser RangeSFRA0574,SFRA0574,122.957930531309,-31.8300135393822,496019.0,6478405.0,GDA94,UTM,51,375.0,EGM96,None,AC,360.0,-90.0,26.0,100012,Sirius Gold Pty Ltd,0101000020E6100000F9F3DBBB4EBD5E403EE26EC47BD43FC0
3121931,100012Fraser RangeSFRA0550,SFRA0550,122.969954995875,-31.8426860014308,497157.254,6477000.767,GDA94,UTM,51,368.0,EGM96,None,AC,360.0,-90.0,16.0,100012,Sirius Gold Pty Ltd,0101000020E6100000FF771EBE13BE5E403AF11045BAD73FC0
3121933,100012Fraser RangeSFRA0552,SFRA0552,122.9716599993,-31.842684001828,497318.575,6477001.032,GDA94,UTM,51,366.0,EGM96,None,AC,360.0,-90.0,33.0,100012,Sirius Gold Pty Ltd,0101000020E6100000CBF46BAD2FBE5E40B3B68423BAD73FC0
3121949,100012Fraser RangeSFRA0568,SFRA0568,122.957984983371,-31.8264498448439,496024.0,6478800.0,GDA94,UTM,51,375.0,EGM96,None,AC,360.0,-90.0,35.0,100012,Sirius Gold Pty Ltd,0101000020E6100000CE683FA04FBD5E408A638F3792D33FC0
3121951,100012Fraser RangeSFRA0570,SFRA0570,122.954540095469,-31.8264396387863,495698.0,6478801.0,GDA94,UTM,51,370.0,EGM96,None,AC,360.0,-90.0,53.0,100012,Sirius Gold Pty Ltd,0101000020E6100000A530572F17BD5E4089B4548C91D33FC0
3121965,100012Fraser RangeSFRA0599,SFRA0599,122.984336996527,-31.8246550042476,498517.737,6478999.601,GDA94,UTM,51,372.0,EGM96,None,AC,0.0,-90.0,43.0,100012,Sirius Gold Pty Ltd,0101000020E6100000E3149A60FFBE5E40E7B921971CD33FC0
3121920,100012Fraser RangeSFRA0539,SFRA0539,122.970816997742,-31.8463319971991,497238.922,6476596.668,GDA94,UTM,51,363.0,EGM96,None,AC,360.0,-90.0,30.0,100012,Sirius Gold Pty Ltd,0101000020E6100000FBEC9DDD21BE5E404C87B936A9D83FC0
3121922,100012Fraser RangeSFRA0541,SFRA0541,122.969143997994,-31.8462610050062,497080.633,6476604.493,GDA94,UTM,51,363.0,EGM96,None,AC,360.0,-90.0,48.0,100012,Sirius Gold Pty Ltd,0101000020E6100000EE1F8C7406BE5E40B861AC8FA4D83FC0
3121936,100012Fraser RangeSFRA0555,SFRA0555,122.974220998214,-31.8427159973686,497560.888,6476997.546,GDA94,UTM,51,363.0,EGM96,None,AC,360.0,-90.0,66.0,100012,Sirius Gold Pty Ltd,0101000020E6100000F59907A359BE5E40A083503CBCD73FC0
3121938,100012Fraser RangeSFRA0557,SFRA0557,122.975892998226,-31.8427019981884,497719.086,6476999.134,GDA94,UTM,51,361.0,EGM96,None,AC,360.0,-90.0,50.0,100012,Sirius Gold Pty Ltd,0101000020E6100000ABF1E70775BE5E40377E7251BBD73FC0
3121924,100012Fraser RangeSFRA0543,SFRA0543,122.967470004965,-31.8462870044665,496922.253,6476601.565,GDA94,UTM,51,363.0,EGM96,None,AC,360.0,-90.0,78.0,100012,Sirius Gold Pty Ltd,0101000020E6100000E1CB4F07EBBD5E40A336DF43A6D83FC0
3121953,100012Fraser RangeSFRA0572,SFRA0572,122.961343827175,-31.8300777764552,496342.0,6478398.0,GDA94,UTM,51,379.0,EGM96,None,AC,360.0,-90.0,42.0,100012,Sirius Gold Pty Ltd,0101000020E6100000667B42A886BD5E40F10227FA7FD43FC0
3121923,100012Fraser RangeSFRA0542,SFRA0542,122.96829099608,-31.8462839999127,496999.929,6476601.921,GDA94,UTM,51,363.0,EGM96,None,AC,360.0,-90.0,51.0,100012,Sirius Gold Pty Ltd,0101000020E6100000314BCC7AF8BD5E40CCC07611A6D83FC0
3121932,100012Fraser RangeSFRA0551,SFRA0551,122.970849004854,-31.8426930030172,497241.842,6477000.014,GDA94,UTM,51,367.0,EGM96,None,AC,360.0,-90.0,20.0,100012,Sirius Gold Pty Ltd,0101000020E6100000EF4CDD6322BE5E40E38688BABAD73FC0
3121948,100012Fraser RangeSFRA0567,SFRA0567,122.959675712454,-31.8264864800651,496184.0,6478796.0,GDA94,UTM,51,378.0,EGM96,None,AC,360.0,-90.0,25.0,100012,Sirius Gold Pty Ltd,0101000020E610000059F0AD536BBD5E403C77329E94D33FC0
3121950,100012Fraser RangeSFRA0569,SFRA0569,122.956241415643,-31.8264221910613,495859.0,6478803.0,GDA94,UTM,51,372.0,EGM96,None,AC,360.0,-90.0,46.0,100012,Sirius Gold Pty Ltd,0101000020E61000001ED1310F33BD5E40054C9B6790D33FC0
3121956,100012Fraser RangeSFRA0575,SFRA0575,122.956260843984,-31.8300400425756,495861.0,6478402.0,GDA94,UTM,51,372.0,EGM96,None,AC,360.0,-90.0,48.0,100012,Sirius Gold Pty Ltd,0101000020E6100000D3D6AE6033BD5E408F3B15817DD43FC0
3121945,100012Fraser RangeSFRA0564,SFRA0564,122.950350998765,-31.8372409966036,495302.121,6477603.609,GDA94,UTM,51,367.0,EGM96,None,AC,360.0,-90.0,28.0,100012,Sirius Gold Pty Ltd,0101000020E6100000AADAFE8CD2BC5E406D480B6D55D63FC0
3121962,100012Fraser RangeSFRA0596,SFRA0596,122.986875001669,-31.8246360021434,498757.92,6479001.739,GDA94,UTM,51,366.0,EGM96,None,AC,0.0,-90.0,35.0,100012,Sirius Gold Pty Ltd,0101000020E6100000225AC4F528BF5E40624F54581BD33FC0
3121963,100012Fraser RangeSFRA0597,SFRA0597,122.9860219986,-31.8246130042915,498677.196,6479004.278,GDA94,UTM,51,368.0,EGM96,None,AC,0.0,-90.0,61.0,100012,Sirius Gold Pty Ltd,0101000020E6100000E84703FC1ABF5E40CE497DD619D33FC0
3121943,100012Fraser RangeSFRA0562,SFRA0562,122.952891997748,-31.8372830040654,495542.557,6477599.06,GDA94,UTM,51,372.0,EGM96,None,AC,360.0,-90.0,30.0,100012,Sirius Gold Pty Ltd,0101000020E6100000A8BCB72EFCBC5E4021F5CF2D58D63FC0
3121959,100012Fraser RangeSFRA0593,SFRA0593,122.98939799523,-31.824664999681,498996.683,6478998.551,GDA94,UTM,51,360.0,EGM96,None,AC,0.0,-90.0,51.0,100012,Sirius Gold Pty Ltd,0101000020E6100000690FF84B52BF5E4027C9D33E1DD33FC0
3121926,100012Fraser RangeSFRA0545,SFRA0545,122.965768002785,-31.8463109985393,496761.223,6476598.856,GDA94,UTM,51,362.0,EGM96,None,AC,360.0,-90.0,35.0,100012,Sirius Gold Pty Ltd,0101000020E610000007DF9824CFBD5E40ADF86CD6A7D83FC0
3121940,100012Fraser RangeSFRA0559,SFRA0559,122.97754499803,-31.8427010013269,497875.392,6476999.278,GDA94,UTM,51,359.0,EGM96,None,AC,360.0,-90.0,39.0,100012,Sirius Gold Pty Ltd,0101000020E6100000103AE51890BE5E406801B940BBD73FC0
3121942,100012Fraser RangeSFRA0561,SFRA0561,122.953700002038,-31.8372869997032,495619.012,6477598.65,GDA94,UTM,51,374.0,EGM96,None,AC,360.0,-90.0,34.0,100012,Sirius Gold Pty Ltd,0101000020E6100000B2BCBB6B09BD5E405917D97058D63FC0
3121958,100012Fraser RangeSFRA0592,SFRA0592,122.99019299865,-31.8246780010679,499071.918,6478997.117,GDA94,UTM,51,359.0,EGM96,None,AC,0.0,-90.0,55.0,100012,Sirius Gold Pty Ltd,0101000020E6100000847B74525FBF5E403951F4181ED33FC0
3121967,100012Fraser RangeSFRA0601,SFRA0601,122.984158996654,-31.8391299997657,498501.126,6477395.197,GDA94,UTM,51,357.0,EGM96,None,AC,0.0,-90.0,42.0,100012,Sirius Gold Pty Ltd,0101000020E61000005C2C0476FCBE5E400F164239D1D63FC0
3121930,100012Fraser RangeSFRA0549,SFRA0549,122.96914600287,-31.8426510007838,497080.709,6477004.625,GDA94,UTM,51,369.0,EGM96,None,AC,360.0,-90.0,4.0,100012,Sirius Gold Pty Ltd,0101000020E61000000DD8F47C06BE5E40DF4EDAF9B7D73FC0
